CPFile	File	O1x	O1y	O2x	O2y	Perp	Date	Time	Tags	Scale	Sex	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15	x16	y16	x17	y17	x18	y18	x19	y19	x20	y20	x21	y21	x22	y22	x23	y23	x24	y24	x25	y25	x26	y26	x27	y27	x28	y28	x29	y29	x30	y30	x31	y31	x32	y32	x33	y33	x34	y34	x35	y35	x36	y36	x37	y37	x38	y38	x39	y39	x40	y40	x41	y41	x42	y42	x43	y43	x44	y44	x45	y45	x46	y46	x47	y47	x48	y48	CS
wing1119	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef81_1_m_19.tif	15.5	79.5	13	124	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05256245	 -0.11381103	 -0.21997647	 -0.02596163	 -0.23383434	  0.02051186	 -0.14445935	  0.09140790	  0.11960244	  0.06131068	  0.19696224	  0.05118649	 -0.00235074	 -0.06151774	 -0.00780409	 -0.02109837	  0.08807606	 -0.00179951	  0.08500230	  0.01821288	  0.15951488	  0.02161192	  0.17126340	 -0.00964150	  0.19822897	 -0.01690978	  0.18377081	 -0.06870389	  0.14505265	 -0.10031785	  0.09872606	 -0.11934021	  0.04826654	 -0.12670927	 -0.00233497	 -0.12348854	 -0.09503852	 -0.10246970	 -0.14101228	 -0.08580919	 -0.18455106	 -0.06126016	 -0.23100545	 -0.00516524	 -0.21549470	  0.05382805	 -0.18254690	  0.07745895	 -0.09577692	  0.09819877	 -0.05002809	  0.09772372	 -0.00200262	  0.09256966	  0.05778022	  0.08244515	  0.15453985	  0.03689707	  0.19734949	  0.03036875	 -0.03011600	 -0.08225532	  0.05272862	 -0.03967156	  0.11033404	 -0.02354817	 -0.15175442	 -0.02004018	 -0.08281312	 -0.01713459	  0.03866102	 -0.01319078	  0.14023091	  0.00231746	 -0.17825541	  0.02830734	 -0.12276610	  0.02905183	 -0.05785332	  0.02868339	  0.01626756	  0.02706816	  0.11795538	  0.01991732	 -0.09685441	  0.07731051	 -0.04214106	  0.06969459	  0.01521446	  0.05756596	  0.07805175	  0.04287270	  0.15573930	  0.06485053	 -0.00598615	 -0.04152740	   4.577
wing1120	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef81_1_m_20.tif	14.5	115.5	24	158.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05234553	 -0.11788828	 -0.22090416	 -0.02986355	 -0.23285967	  0.01798496	 -0.13359966	  0.09135787	  0.12447346	  0.05899322	  0.19613322	  0.05127634	 -0.00636805	 -0.06396903	 -0.01271427	 -0.02040319	  0.08494688	 -0.00123204	  0.08302474	  0.01887209	  0.15855379	  0.02348799	  0.17038863	 -0.00645455	  0.19362778	 -0.01847861	  0.18261669	 -0.06806707	  0.14541515	 -0.10026188	  0.09932516	 -0.11956745	  0.04895671	 -0.12736542	 -0.00187523	 -0.12608973	 -0.09539650	 -0.10582016	 -0.14123093	 -0.08813164	 -0.18589326	 -0.06440670	 -0.23115824	 -0.00550815	 -0.21671726	  0.05590350	 -0.18200808	  0.07870615	 -0.09453348	  0.09635346	 -0.04884307	  0.09792792	 -0.00054232	  0.09452529	  0.05926680	  0.08356856	  0.15525911	  0.03579779	  0.19544768	  0.03218987	 -0.02951532	 -0.08726417	  0.05106202	 -0.04006221	  0.10852415	 -0.02185194	 -0.15474820	 -0.02177987	 -0.08587833	 -0.01681505	  0.03522268	 -0.01085289	  0.13719462	  0.00371987	 -0.17821246	  0.02969044	 -0.12293621	  0.03223440	 -0.05826678	  0.03312139	  0.01546019	  0.02987142	  0.11692869	  0.02296276	 -0.08841968	  0.07657370	 -0.03580736	  0.06903597	  0.01967920	  0.05884438	  0.08033950	  0.04545954	  0.15871586	  0.06598716	 -0.00978866	 -0.04231245	   4.370
wing1122	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef81_2_m_02.tif	28	55	14.5	98.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05236775	 -0.11546657	 -0.22283355	 -0.02394060	 -0.23477582	  0.02272016	 -0.13792527	  0.09327737	  0.12170491	  0.05995044	  0.19492234	  0.05237693	 -0.00480773	 -0.06277972	 -0.01300517	 -0.02134253	  0.08989614	 -0.00060468	  0.08781108	  0.01723994	  0.15500302	  0.02263415	  0.17267347	 -0.00693257	  0.19659831	 -0.01205086	  0.19028466	 -0.07082591	  0.14873525	 -0.10229385	  0.10102462	 -0.11856483	  0.05077137	 -0.12595299	  0.00019469	 -0.12454047	 -0.09283400	 -0.10405387	 -0.13869282	 -0.08686257	 -0.18285021	 -0.06322865	 -0.23080538	 -0.00727238	 -0.21615956	  0.05507874	 -0.18126686	  0.07695565	 -0.09417154	  0.09877201	 -0.04834604	  0.09663921	 -0.00044228	  0.09042889	  0.05907880	  0.07936104	  0.15601374	  0.03551277	  0.19443954	  0.02858395	 -0.02914138	 -0.08460563	  0.05236301	 -0.03823751	  0.10976647	 -0.01896038	 -0.15656687	 -0.01845145	 -0.08739160	 -0.01670937	  0.03449499	 -0.01329389	  0.13646975	  0.00152142	 -0.17771300	  0.02827022	 -0.12279657	  0.03043680	 -0.05858540	  0.03088972	  0.01470345	  0.02801418	  0.11540092	  0.02038462	 -0.09300063	  0.07904489	 -0.04053187	  0.06927047	  0.01483968	  0.05715719	  0.07563719	  0.04318516	  0.15541861	  0.06211495	 -0.01123473	 -0.04284960	   4.599
wing1123	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef81_2_m_03.tif	23	36	12	77	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.04596918	 -0.11532641	 -0.22092044	 -0.02826818	 -0.23641528	  0.01782015	 -0.13990163	  0.09305702	  0.12107967	  0.05722081	  0.19852294	  0.04799864	 -0.00222939	 -0.06225425	 -0.00949654	 -0.01901024	  0.08987173	 -0.00130794	  0.08843452	  0.01720179	  0.15754592	  0.02086561	  0.17384830	 -0.00849396	  0.19440492	 -0.01764901	  0.18175045	 -0.06754386	  0.14435343	 -0.09995962	  0.09748615	 -0.11601618	  0.04762127	 -0.12275446	 -0.00236433	 -0.12164066	 -0.09527312	 -0.10389730	 -0.14156338	 -0.08805601	 -0.18534788	 -0.06346986	 -0.23280053	 -0.00700560	 -0.21712555	  0.05430107	 -0.18364900	  0.07815846	 -0.09632223	  0.09799717	 -0.05073458	  0.09662460	 -0.00304174	  0.09053772	  0.05622561	  0.07965717	  0.15387558	  0.03816371	  0.19715755	  0.02623223	 -0.02592599	 -0.08259981	  0.05545819	 -0.03761814	  0.11249367	 -0.02055795	 -0.15308267	 -0.01956443	 -0.08416042	 -0.01582935	  0.03694906	 -0.01219741	  0.13860252	  0.00296286	 -0.17948136	  0.02799724	 -0.12388454	  0.03036977	 -0.05883934	  0.03098729	  0.01545201	  0.02894828	  0.11747618	  0.01885514	 -0.09331205	  0.08067007	 -0.03976709	  0.07191835	  0.01650182	  0.05962664	  0.07753306	  0.04272826	  0.15724379	  0.06135062	 -0.00828010	 -0.04123001	   4.527
wing1124	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef81_2_m_04.tif	46.5	20.5	20.5	58.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.04768074	 -0.11364931	 -0.22075491	 -0.02725883	 -0.23460379	  0.01910171	 -0.14415856	  0.09074067	  0.12379540	  0.05706940	  0.19699949	  0.04840756	 -0.00439976	 -0.06281174	 -0.01429972	 -0.01989674	  0.08626393	 -0.00116522	  0.08239568	  0.01805256	  0.15437301	  0.02155876	  0.17207599	 -0.00936126	  0.20212111	 -0.01692742	  0.18294474	 -0.06722043	  0.14750825	 -0.10179389	  0.10051042	 -0.11909833	  0.05002609	 -0.12498355	 -0.00031597	 -0.12216306	 -0.09300945	 -0.10183518	 -0.13914614	 -0.08575973	 -0.18345240	 -0.06235300	 -0.23204160	 -0.00619276	 -0.21423969	  0.05448887	 -0.18083368	  0.07785458	 -0.09376236	  0.09738670	 -0.04806316	  0.09682994	  0.00001381	  0.09214423	  0.05981325	  0.08218520	  0.15678015	  0.03708183	  0.19870056	  0.02670755	 -0.02706360	 -0.08160927	  0.05426191	 -0.03778066	  0.11134327	 -0.02230308	 -0.15415344	 -0.01941850	 -0.08463936	 -0.01687626	  0.03740129	 -0.01142394	  0.14018497	  0.00264670	 -0.17845229	  0.02801711	 -0.12360507	  0.03004083	 -0.05945193	  0.02979554	  0.01381120	  0.02794840	  0.11438624	  0.01970182	 -0.09752364	  0.07841115	 -0.04364231	  0.07136458	  0.01311940	  0.06081799	  0.07441023	  0.04428668	  0.15788621	  0.06140881	 -0.01183303	 -0.04216701	   4.681
wing1125	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef81_2_m_05.tif	31.5	51	17.5	94.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05403294	 -0.11320889	 -0.21939617	 -0.02727188	 -0.23416136	  0.01897071	 -0.14548991	  0.09095709	  0.12628240	  0.05629506	  0.19509509	  0.05165595	 -0.00606078	 -0.06093078	 -0.01380998	 -0.01853657	  0.08558430	 -0.00131353	  0.08607266	  0.01745071	  0.15585358	  0.02016074	  0.17255883	 -0.00911364	  0.20021622	 -0.01362864	  0.18530819	 -0.06787264	  0.14900998	 -0.10347643	  0.10098635	 -0.11962259	  0.05034509	 -0.12571775	 -0.00019400	 -0.12324137	 -0.09284814	 -0.10224996	 -0.13862566	 -0.08525681	 -0.18262541	 -0.06179665	 -0.23126255	 -0.00671074	 -0.21427285	  0.05332924	 -0.18148599	  0.07749895	 -0.09438237	  0.09784178	 -0.04863783	  0.09692126	 -0.00063244	  0.09150192	  0.05909056	  0.08128089	  0.15617768	  0.03704972	  0.19688512	  0.02883650	 -0.03007380	 -0.08310951	  0.05232744	 -0.03870269	  0.11045830	 -0.02237450	 -0.15263436	 -0.01857075	 -0.08357114	 -0.01480045	  0.03748033	 -0.01175481	  0.13975199	  0.00059275	 -0.17793534	  0.02860838	 -0.12290915	  0.03056065	 -0.05853738	  0.03067126	  0.01493847	  0.02795275	  0.11589460	  0.01831317	 -0.09805328	  0.07805365	 -0.04394948	  0.06905194	  0.01335229	  0.05870702	  0.07580331	  0.04416566	  0.15818459	  0.06312167	 -0.01207506	 -0.04028785	   4.505
wing1127	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef81_2_m_07.tif	24	65	17.5	107.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05256337	 -0.11224905	 -0.22270019	 -0.02879922	 -0.23512981	  0.01839268	 -0.13914149	  0.09236111	  0.11515849	  0.06089134	  0.19518885	  0.04914613	 -0.00594289	 -0.06444218	 -0.00935303	 -0.02046801	  0.08597909	  0.00034993	  0.08209631	  0.01908514	  0.16856191	  0.02014237	  0.16834858	 -0.00653665	  0.19577081	 -0.01341054	  0.18327309	 -0.06764058	  0.14592884	 -0.10182774	  0.09843169	 -0.11849422	  0.04802486	 -0.12424054	 -0.00221773	 -0.12134615	 -0.09492707	 -0.10179606	 -0.14133657	 -0.08667278	 -0.18672027	 -0.06497299	 -0.23235183	 -0.00657496	 -0.21724980	  0.05378797	 -0.18376907	  0.07724453	 -0.09681665	  0.09744993	 -0.05116163	  0.09680558	 -0.00324471	  0.09155472	  0.05631526	  0.08114910	  0.15375711	  0.03806276	  0.19539000	  0.02752432	 -0.02734378	 -0.08473235	  0.05163560	 -0.03934213	  0.10810723	 -0.02193592	 -0.15532807	 -0.01902413	 -0.08591844	 -0.01613417	  0.03601591	 -0.01285800	  0.13820785	  0.00376533	 -0.17888702	  0.02784841	 -0.12196543	  0.03039549	 -0.05535557	  0.03146129	  0.02054426	  0.02771698	  0.12503494	  0.02190752	 -0.08977321	  0.07976396	 -0.03482368	  0.06953588	  0.02317065	  0.05685755	  0.08602695	  0.03915959	  0.15269777	  0.06388766	 -0.00964474	 -0.04274890	   4.527
wing1128	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef81_2_m_08.tif	33	40	19	81.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.04841773	 -0.11355530	 -0.22310566	 -0.02706015	 -0.23640489	  0.01956232	 -0.14008325	  0.09036291	  0.11768999	  0.06223528	  0.19466295	  0.05068440	 -0.00161801	 -0.05998561	 -0.01121528	 -0.01984330	  0.08721286	 -0.00018001	  0.08730933	  0.01639311	  0.16698505	  0.01928956	  0.17113479	 -0.00752351	  0.19502699	 -0.01412194	  0.18280275	 -0.06771887	  0.14514508	 -0.10092431	  0.09808500	 -0.11777021	  0.04787847	 -0.12258514	 -0.00216632	 -0.12004004	 -0.09521396	 -0.10331407	 -0.14156726	 -0.08769436	 -0.18568265	 -0.06358315	 -0.23375934	 -0.00694576	 -0.21664925	  0.05426076	 -0.18234273	  0.07577415	 -0.09627439	  0.09779330	 -0.05060289	  0.09883170	 -0.00254997	  0.09403198	  0.05672383	  0.08217289	  0.15217683	  0.03559772	  0.19471465	  0.02490492	 -0.02592042	 -0.08283454	  0.05397111	 -0.03759790	  0.11074812	 -0.02107078	 -0.15741886	 -0.02100242	 -0.08821066	 -0.01804897	  0.03343718	 -0.01249140	  0.13567096	  0.00242618	 -0.17958685	  0.02750206	 -0.12274955	  0.02983209	 -0.05622575	  0.03046842	  0.01974428	  0.02838359	  0.12387548	  0.02013791	 -0.09155225	  0.07806822	 -0.03636277	  0.06942885	  0.02168993	  0.05737515	  0.08500353	  0.04161314	  0.15288810	  0.05951494	 -0.00889657	 -0.04075381	   4.556
wing1129	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef81_2_m_09.tif	20	85	19	128	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05097796	 -0.11076442	 -0.22163790	 -0.02787398	 -0.23503211	  0.01869146	 -0.14646434	  0.09034818	  0.11952905	  0.05751773	  0.19773276	  0.04872594	 -0.01001826	 -0.06343139	 -0.01460839	 -0.01973202	  0.08758499	 -0.00042155	  0.08586187	  0.01848291	  0.16519218	  0.02038196	  0.17474129	 -0.00858174	  0.19763294	 -0.01776599	  0.18322556	 -0.06801146	  0.14507940	 -0.10031752	  0.09823363	 -0.11681407	  0.04823613	 -0.12148032	 -0.00158077	 -0.11853988	 -0.09417749	 -0.10116045	 -0.14053956	 -0.08651559	 -0.18481754	 -0.06317859	 -0.23298652	 -0.00682729	 -0.21460149	  0.05276932	 -0.18189349	  0.07624876	 -0.09578288	  0.09825557	 -0.05020178	  0.09728892	 -0.00256827	  0.09092468	  0.05652979	  0.07948979	  0.15425691	  0.03850484	  0.19770025	  0.02706761	 -0.02959079	 -0.07915297	  0.05415854	 -0.03671666	  0.11224661	 -0.02094626	 -0.15422369	 -0.01977310	 -0.08494579	 -0.01616042	  0.03680221	 -0.01177918	  0.13899755	  0.00362274	 -0.17727292	  0.02656954	 -0.12096834	  0.02953121	 -0.05503184	  0.02982235	  0.02024876	  0.02749750	  0.12361408	  0.02035783	 -0.09755297	  0.07765884	 -0.04175377	  0.06835408	  0.01720442	  0.05693276	  0.08131852	  0.04101372	  0.15588802	  0.06167938	 -0.01278657	 -0.04179279	   4.514
wing1131	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef81_2_m_14.tif	22.5	64.5	15.5	105.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.04931092	 -0.11472009	 -0.22570126	 -0.02571050	 -0.23592099	  0.01984815	 -0.13492604	  0.09025037	  0.11458162	  0.06013812	  0.19558347	  0.04881394	 -0.00583826	 -0.06150188	 -0.01242016	 -0.02030360	  0.08574412	 -0.00035176	  0.08413631	  0.01731183	  0.16819870	  0.01910815	  0.17343994	 -0.00727668	  0.19547208	 -0.01269887	  0.18434725	 -0.06809904	  0.14574161	 -0.10041345	  0.09839192	 -0.11565953	  0.04855785	 -0.12191196	 -0.00142071	 -0.12092078	 -0.09458866	 -0.10461989	 -0.14087719	 -0.08847701	 -0.18501222	 -0.06431042	 -0.23468320	 -0.00775717	 -0.21556210	  0.05377727	 -0.18154371	  0.07586920	 -0.09523571	  0.09623890	 -0.04976609	  0.09795206	 -0.00174892	  0.09369957	  0.05708279	  0.08039335	  0.15292136	  0.03470911	  0.19524547	  0.02674284	 -0.02808499	 -0.08207845	  0.05361373	 -0.03563332	  0.11186775	 -0.02023142	 -0.15806735	 -0.01891100	 -0.08805285	 -0.01641307	  0.03513576	 -0.01202325	  0.13833855	  0.00384254	 -0.17968768	  0.02732792	 -0.12269845	  0.03005572	 -0.05603095	  0.03165071	  0.02011103	  0.02861849	  0.12453817	  0.02039279	 -0.09161862	  0.07963219	 -0.03736268	  0.06833617	  0.01995684	  0.05502028	  0.08297506	  0.03991244	  0.15237552	  0.06201757	 -0.01219717	 -0.04163653	   4.564
wing1132	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef81_2_m_17.tif	34.5	32.5	21.5	76	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05226002	 -0.11531979	 -0.21879251	 -0.02455219	 -0.23280225	  0.01778345	 -0.14662630	  0.09041987	  0.12162604	  0.06179272	  0.19776189	  0.05090589	 -0.00426773	 -0.06293749	 -0.01488709	 -0.02040828	  0.08776738	  0.00065030	  0.08761536	  0.01719557	  0.15839726	  0.02281426	  0.17184616	 -0.00578461	  0.19400950	 -0.01831113	  0.18581339	 -0.06982201	  0.14708034	 -0.10320282	  0.09961079	 -0.12039354	  0.04903573	 -0.12711258	 -0.00158270	 -0.12457563	 -0.09418898	 -0.10318419	 -0.13961403	 -0.08541500	 -0.18276030	 -0.06069663	 -0.22937660	 -0.00534111	 -0.21373684	  0.05298430	 -0.18102196	  0.07653213	 -0.09465951	  0.09899111	 -0.04878680	  0.09876957	 -0.00074601	  0.09329835	  0.05892068	  0.08257081	  0.15583246	  0.03726919	  0.19651459	  0.02789802	 -0.02840573	 -0.08549560	  0.05319687	 -0.04039003	  0.11064447	 -0.02220659	 -0.15269671	 -0.01821754	 -0.08411757	 -0.01600880	  0.03671271	 -0.01304285	  0.13773714	  0.00331683	 -0.17727884	  0.02827550	 -0.12204807	  0.02951973	 -0.05746008	  0.02932104	  0.01630094	  0.02765971	  0.11764492	  0.02032709	 -0.09831977	  0.07877202	 -0.04357335	  0.07067908	  0.01408091	  0.05936882	  0.07689609	  0.04410280	  0.15702277	  0.06375653	 -0.01205864	 -0.04255626	   4.615
wing1134	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef81_3_m_02.tif	33	39	17	77.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.05136336	 -0.11414409	 -0.22083533	 -0.02716520	 -0.23544103	  0.02045242	 -0.14107172	  0.09097402	  0.12357435	  0.05623793	  0.19478365	  0.05085384	 -0.00561630	 -0.06247540	 -0.01618706	 -0.01949381	  0.08477440	  0.00100154	  0.08593919	  0.01868839	  0.16167032	  0.02094680	  0.17060235	 -0.00710055	  0.19848970	 -0.01470089	  0.18335034	 -0.06807832	  0.14687885	 -0.10238161	  0.09966553	 -0.11972355	  0.04915940	 -0.12544442	 -0.00118859	 -0.12286038	 -0.09402547	 -0.10334981	 -0.14021495	 -0.08732530	 -0.18401885	 -0.06302665	 -0.23218109	 -0.00721960	 -0.21567600	  0.05363309	 -0.18201811	  0.07662387	 -0.09519261	  0.09695555	 -0.04955391	  0.09613240	 -0.00168351	  0.09046192	  0.05785867	  0.08000242	  0.15568266	  0.03795555	  0.19607318	  0.02804385	 -0.02938973	 -0.08294773	  0.05225549	 -0.03856664	  0.10962726	 -0.02198858	 -0.15423666	 -0.01859383	 -0.08518152	 -0.01508496	  0.03621678	 -0.01115967	  0.13795658	  0.00455008	 -0.17813798	  0.02814110	 -0.12221639	  0.03039646	 -0.05676322	  0.03058928	  0.01797566	  0.02841688	  0.12057786	  0.02027477	 -0.09389962	  0.07862811	 -0.03966962	  0.06917615	  0.01772384	  0.05804484	  0.08042897	  0.04356931	  0.15698680	  0.06358132	 -0.01248921	 -0.04150090	   4.415
wing1135	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef81_3_m_03.tif	32.5	34.5	15.5	73.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.04892205	 -0.11131797	 -0.22063606	 -0.03058155	 -0.23742601	  0.01536419	 -0.14077848	  0.09050587	  0.12223366	  0.05878223	  0.19607904	  0.04897563	 -0.00569951	 -0.06182383	 -0.01465909	 -0.01730754	  0.08586078	 -0.00092212	  0.08556989	  0.01781253	  0.17219469	  0.02045039	  0.17529044	 -0.00674064	  0.19221391	 -0.02108835	  0.18200974	 -0.06895576	  0.14349165	 -0.10126739	  0.09633625	 -0.11680621	  0.04661638	 -0.12269347	 -0.00294464	 -0.11964084	 -0.09465279	 -0.09997344	 -0.14055657	 -0.08504166	 -0.18478567	 -0.06262332	 -0.23417440	 -0.00732047	 -0.21563467	  0.05391260	 -0.18213076	  0.07660072	 -0.09589800	  0.09594868	 -0.05067465	  0.09516571	 -0.00320659	  0.08984060	  0.05599188	  0.08004135	  0.15313076	  0.03812928	  0.19578436	  0.02789531	 -0.02825168	 -0.07866913	  0.05558542	 -0.03643582	  0.11345409	 -0.02022207	 -0.15433749	 -0.01894121	 -0.08533652	 -0.01499691	  0.03544026	 -0.01040960	  0.13716876	  0.00407419	 -0.17969346	  0.02673578	 -0.12192087	  0.02975251	 -0.05433457	  0.03005613	  0.02274869	  0.02716576	  0.12869041	  0.02102888	 -0.09956059	  0.07915124	 -0.04325453	  0.06816021	  0.01630880	  0.05534041	  0.08179153	  0.04088444	  0.15668558	  0.06189084	 -0.01120729	 -0.03988614	   4.561
wing1136	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef81_3_m_04.tif	20.5	61	12.5	102.5	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.04719992	 -0.11519268	 -0.22247595	 -0.02397403	 -0.23479156	  0.02387419	 -0.14385274	  0.08909365	  0.11878461	  0.06046738	  0.19800657	  0.05046804	 -0.00213644	 -0.06233382	 -0.00601222	 -0.01938644	  0.08790202	 -0.00184257	  0.08654498	  0.01779531	  0.16103919	  0.02177186	  0.17020486	 -0.00822023	  0.19719540	 -0.01650873	  0.18226645	 -0.06793890	  0.14568394	 -0.10177965	  0.09876349	 -0.11926986	  0.04845080	 -0.12581942	 -0.00187028	 -0.12325608	 -0.09438417	 -0.10286428	 -0.14027878	 -0.08646713	 -0.18394430	 -0.06241623	 -0.23156725	 -0.00697973	 -0.21643583	  0.05383408	 -0.18236579	  0.07635047	 -0.09558731	  0.09520822	 -0.05011921	  0.09486538	 -0.00224734	  0.09040346	  0.05739867	  0.08114606	  0.15492173	  0.03813638	  0.19773283	  0.02786570	 -0.02767720	 -0.08253998	  0.05383326	 -0.03946157	  0.11028076	 -0.02267793	 -0.15370873	 -0.01832237	 -0.08438177	 -0.01534399	  0.03782196	 -0.01222677	  0.13990971	  0.00340738	 -0.17775954	  0.03013747	 -0.12199589	  0.03097276	 -0.05678371	  0.03013307	  0.01762615	  0.02743236	  0.11970630	  0.02068314	 -0.09850420	  0.07942928	 -0.04384170	  0.06945135	  0.01380120	  0.05727688	  0.07710067	  0.04335299	  0.15532204	  0.06252065	 -0.01037576	 -0.04125509	   4.392
wing1137	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef81_3_m_05.tif	15.5	78.5	13	123	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.04938238	 -0.11381114	 -0.22175890	 -0.02651502	 -0.23552416	  0.02001519	 -0.14036097	  0.09111981	  0.11667865	  0.06282924	  0.19784571	  0.04953437	 -0.00425541	 -0.06293405	 -0.01216150	 -0.02049461	  0.08864785	 -0.00143183	  0.08484279	  0.01828089	  0.16316651	  0.02123841	  0.17181679	 -0.00846194	  0.19536112	 -0.01852359	  0.18328689	 -0.06846112	  0.14548863	 -0.10152283	  0.09824517	 -0.11797095	  0.04809753	 -0.12419838	 -0.00205097	 -0.12191045	 -0.09468219	 -0.10254628	 -0.14093910	 -0.08702692	 -0.18497435	 -0.06309656	 -0.23241612	 -0.00667078	 -0.21580749	  0.05368459	 -0.18219435	  0.07637744	 -0.09574412	  0.09723634	 -0.05014085	  0.09681378	 -0.00232746	  0.09129921	  0.05715891	  0.08075467	  0.15468935	  0.03813754	  0.19710026	  0.02911495	 -0.02800147	 -0.08202054	  0.05355756	 -0.03790578	  0.11084020	 -0.02183893	 -0.15421987	 -0.01912377	 -0.08507966	 -0.01676493	  0.03667028	 -0.01314130	  0.13841099	  0.00306811	 -0.17854827	  0.02816139	 -0.12236631	  0.03011534	 -0.05663871	  0.03009145	  0.01839430	  0.02798001	  0.12137570	  0.02066883	 -0.09372501	  0.07939325	 -0.03958916	  0.06870347	  0.01783246	  0.05681594	  0.08095123	  0.04345437	  0.15465231	  0.06427739	 -0.01222242	 -0.04279431	   4.539
wing1138	C:\Waiting_Wings\KP\AfPop\PL\4X\Spline\kp_ef81_3_m_06.tif	21	74.5	16	119	KP	11_17_2018	11:58:36	mel	0.00694	MF	 -0.04964408	 -0.11343271	 -0.22291638	 -0.02329132	 -0.23569612	  0.02085723	 -0.14344031	  0.08906614	  0.11778906	  0.06172206	  0.19878222	  0.05038515	 -0.00247941	 -0.06248850	 -0.01340229	 -0.02049175	  0.08867215	 -0.00173773	  0.08619111	  0.01718606	  0.16085441	  0.02193177	  0.17212357	 -0.00901235	  0.19767456	 -0.01906598	  0.18261239	 -0.06805122	  0.14565659	 -0.10147519	  0.09875415	 -0.11832140	  0.04855561	 -0.12371192	 -0.00149927	 -0.12158841	 -0.09374258	 -0.10166573	 -0.13937797	 -0.08505331	 -0.18290913	 -0.06120174	 -0.23245276	 -0.00699591	 -0.21447351	  0.05363874	 -0.18078579	  0.07579646	 -0.09471885	  0.09602725	 -0.04932017	  0.09573581	 -0.00159257	  0.09069574	  0.05784933	  0.08074484	  0.15503753	  0.03779993	  0.19843238	  0.02845010	 -0.02717818	 -0.08241062	  0.05402556	 -0.03821573	  0.11129301	 -0.02225573	 -0.15508875	 -0.01924380	 -0.08555455	 -0.01754314	  0.03700726	 -0.01295413	  0.13947462	  0.00310318	 -0.17969447	  0.02831680	 -0.12371764	  0.02942651	 -0.05824158	  0.02960737	  0.01651342	  0.02815712	  0.11915960	  0.01924762	 -0.09649786	  0.07849396	 -0.04197881	  0.06924060	  0.01560592	  0.05798306	  0.07883029	  0.04499377	  0.15545259	  0.06380415	 -0.00994429	 -0.04220312	   4.548
